,trade_nm,legal_name,street_addr_1_txt,cty_nm,st_cd,zip_cd,nname,nzip,snum
76920,Castillo Real Resort Hotel,"Castillo Real, LLC",530 A1A Beach Blvd,Saint Augustine,FL,32080.0,castillo real resort hotel,32080,530
76932,Giroski LLC,Giroski LLC,"1395 Brickel Avenue, Suite #900",Miami,FL,33131.0,giroski llc,33131,1395
76957,SPI Mechanical,Jay Jagdamba Corporation dba SPI Mechanical,762 Homegrove Drive,Winter Garden,FL,34787.0,spi mechanical,34787,762
76975,"Red Ginger, Inc","Red Ginger, Inc",9710 W Sample Rd,Coral Springs,FL,33065.0,red ginger inc,33065,9710
77019,Wyndham Garden,Boca Raton Hotel Management LP,1950 Glades Road,Boca Raton,FL,33431.0,wyndham garden,33431,1950
77022,Homestead MiddleSchool,"Miami-Dade County School Board Foundation, In",650 NW 2nd Ave,Homestead,FL,33030.0,homestead middleschool,33030,650
77032,Cine Citta Cafe,Cine Citta Cafe I LLC,9544 Harding Ave.,Surfside,FL,33154.0,cine citta cafe,33154,9544
77034,Speedy Rooter Inc.,Speedy Rooter Inc.,2196 Spafford Ave,West Palm Beach,FL,33409.0,speedy rooter inc,33409,2196
77038,BaronHR,BaronHR Construction LLC / Electraserve,5715 N Andrews Way,Fort Lauderdale,FL,33309.0,baronhr,33309,5715
77056,Leza'a Plumbing Corp,Leza'a Plumbing Corp,9448 NW 13th St.,Miami,FL,33172.0,lezaa plumbing corp,33172,9448
77060,Dixie Landscape,"Dixie Landscape Company., Inc.",12950 NW 113 CT,Miami,FL,33178.0,dixie landscape,33178,12950
77077,Diaza Drywall System Corp,Diaza Drywall System Corp,13833 SW 142 Ave,Miami,FL,33186.0,diaza drywall system corp,33186,13833
77093,"Law Offices of Scott L. Podvin, P.A.",Law Offices of Scott L. Podvin P.A.,"6365 NW 6th Way, Suite 210",Fort Lauderdale,FL,33309.0,law offices of scott l podvin pa,33309,6365
77094,Raffaele Restaurant,Raffaele Esposito Inc,508 Via De Palmas,Boca Raton,FL,33432.0,raffaele restaurant,33432,508
77098,First Choice Haircutters,Regis Corporation,"1616 Cape Coral Parkway, Suite 107",Cape Coral,FL,33914.0,first choice haircutters,33914,1616
77115,Landscape Maintenance Professionals,Landscape Maintenance Professionals Inc,13050 E. US Highway 92,Dover,FL,33527.0,landscape maintenance professionals,33527,13050
77150,Siwicki Plumbing Inc.,"Siwicki Plumbing, Inc.",4145 Trump Blvd.,Milton,FL,32583.0,siwicki plumbing inc,32583,4145
77152,R.C. Painting Contractors,"R.C. Painting Contractors, Inc.",313 Ansin Blvd.,Hallandale Beach,FL,33009.0,rc painting contractors,33009,313
77160,"W.P. Hicks Construction, Inc","W.P. Hicks Construction, Inc.",5686 Fruitville Rd.,Sarasota,FL,34232.0,wp hicks construction inc,34232,5686
77191,"Phoenix Senior Living II, Inc at Parkland, FL","Phoenix Senior Living II, Inc",5882 NW 73 Court,Parkland,FL,33067.0,phoenix senior living ii inc at parkland fl,33067,5882
77220,Tampa International Airport,Hillsborough County Aviation Authority,4100 George Bean Parkway,Tampa,FL,33622.0,tampa international airport,33622,4100
77224,Flagler Pines,MF Flagler LLC,300 Dr Carter Blvd,Bunnell,FL,32110.0,flagler pines,32110,300
77231,Gulf Medical Services,"Gulf Medical Services, Inc.",3103 North 12th Ave.,Pensacola,FL,32503.0,gulf medical services,32503,3103
77248,"The Country Club at Woodfield, Inc.","The Country Club at Woodfield, Inc.",3650 Club Place,Boca Raton,FL,33496.0,the country club at woodfield inc,33496,3650
77264,Henderson House,"Lakeview Nutrition Consulting Servcies, Inc.",907 E Orange Avenue,Eustis,FL,32726.0,henderson house,32726,907
77265,"Timm Group Stucco, Inc.","Timm Group Stucco, Inc.",1035 Harbor Lake Dr Suite A1,Pinellas Park,FL,33782.0,timm group stucco inc,33782,1035
77294,Stay & Save Inn Joseph Carhoun (a person) AKA,"Sun Management 2011, LLC",1308 N 14th St,Leesburg,FL,34748.0,stay & save inn joseph carhoun (a person) aka,34748,1308
77316,Staybright Electric of FL,Staybright Electric of Colorado Inc,510 Douglas Ave,Altamonte Springs,FL,32714.0,staybright electric of fl,32714,510
77340,Delphini Construction Company,Delphini Construction Company,845 Sunshine Lane,Altamonte Springs,FL,32714.0,delphini construction company,32714,845
77342,Microtel Inn,"Sun Businesses, LLC",8001 Lavelle Way,Pensacola,FL,32526.0,microtel inn,32526,8001
77343,CVS pharmacy Store # 4177,"CVS Caremark, Inc.",2100 W. Cervantes St.,Pensacola,FL,32503.0,cvs pharmacy store # 4177,32503,2100
77401,Brock Services Corp,Brock Services Corp,"4650 Donald Ross Road, Suite 200",Palm Beach Gardens,FL,33418.0,brock services corp,33418,4650
77409,EJ's Place,"E.J.'s Place, Inc.",5045 Doncaster Ave,Jacksonville,FL,32208.0,ejs place,32208,5045
77418,City of High Springs,City of High Springs,110 NW 1st Avenue,High Springs,FL,32643.0,city of high springs,32643,110
77488,Baci Golf Management Group,City of Boca Raton,8111 Golf Course Rd,Boca Raton,FL,33434.0,baci golf management group,33434,8111
77505,China Mart,"China ABC, Inc.",5205 NW 163 Street,Hialeah,FL,33014.0,china mart,33014,5205
77506,"Tri-County Refrigeration, INC.","Tri-County Refri\\geration, INC.",2080 NW 96 Avenue,Miami,FL,33172.0,tri-county refrigeration inc,33172,2080
77508,Electric Avenue Inc.,Electric Avenue Inc.,259 E Flager Street,Miami,FL,33131.0,electric avenue inc,33131,259
77511,J&C Tropicals,"J & C Enterprises, Inc",17425 SW 172 St.,Miami,FL,33187.0,j&c tropicals,33187,17425
77597,T & G Constructors,T & G Constructors,8623 Commodity Circle,Orlando,FL,32819.0,t & g constructors,32819,8623
77671,Inka Foods III LLC/El Gran Inka,"INKA FOODS III, LLC.",947 Brickell Avenue Suite S,Miami,FL,33131.0,inka foods iii llc/el gran inka,33131,947
77686,We Help 247,We Help 247 LLC,514 Chaffee Point Blvd.,Jacksonville,FL,32221.0,we help 247,32221,514
77687,Absoulutely Assisted Living,"Absoulutely Assistant Living, Inc.",2485 Ridgecrest Avenue,Orange Park,FL,32065.0,absoulutely assisted living,32065,2485
77704,Acquolina Family Restaurant,"Acquolina, Inc",2320 Weston Road,Weston,FL,33326.0,acquolina family restaurant,33326,2320
77725,"Broward Motorsports of Fort Lauderdale, LLC","Broward Motorsports Holdings, LLC",1090 W. Sunrise Blvd,Fort Lauderdale,FL,33311.0,broward motorsports of fort lauderdale llc,33311,1090
77726,Los Frijolitos Restaurant,HG Investment Inc,9939 Pines Blvd,Pembroke Pines,FL,33024.0,los frijolitos restaurant,33024,9939
77736,"Manasota Memorial Park and Funeral Svc, Inc.","SCI Funeral Services of Florida, Inc.",1221 53rd Ave E.,Bradenton,FL,34203.0,manasota memorial park and funeral svc inc,34203,1221
77851,Burger King Corporation #30,Burger King Corporation,5401 NW 7 Avenue,Miami,FL,33127.0,burger king corporation #30,33127,5401
77937,Brooks Range Contract Services,"Brooks Range Contract Services, Inc.",600 Zack Street,Tampa,FL,33602.0,brooks range contract services,33602,600
77945,Great Clips,"Suncoast Clips, Inc",15002 N. Dale Mabry Hwy.,Tampa,FL,33618.0,great clips,33618,15002
77954,The Furniture Deal,"The Furniture Deal, Inc.",430 S. Yonge Street,Ormond Beach,FL,32174.0,the furniture deal,32174,430
77956,Palm Bay Quality Inn,"Piryanka Investments Group, LLC",1881 Palm Bay Road NE,Palm Bay,FL,32905.0,palm bay quality inn,32905,1881
77978,Fugitive Extraditions Unit,"USDS, LLC","4511 N Himes Ave, Ste 200",Tampa,FL,33614.0,fugitive extraditions unit,33614,4511
77997,Rooms To Go,RTG Furniture Corp of Georgia,11540 US Highway 92 East,Seffner,FL,33584.0,rooms to go,33584,11540
78086,A-Tech Consulting,A-Tech Consulting Inc,3901 W Osborne Ave,Tampa,FL,33614.0,a-tech consulting,33614,3901
78118,Cypress Pointe,Diamond Resorts International Marketing Inc.,8651 Treasure Cay Lane,Orlando,FL,32836.0,cypress pointe,32836,8651
78131,Myra Reed M.D.,"Myra Reed, M.D., P.A.",1814 Thomas Drive,Panama City,FL,32408.0,myra reed md,32408,1814
78155,The Fish Hole,The Fish Hole on Lake Uihlein Inc.,8111 Lakewood Main St.,Bradenton,FL,34202.0,the fish hole,34202,8111
78189,Skyy  Construction,"Skyy Construction, Inc",5911 SW 195 Terrace,Fort Lauderdale,FL,33332.0,skyy  construction,33332,5911
78194,Kid Care Nursing Services,"RGR, LLC.",6187 NW 167 Street  Unit H-23,Miami,FL,33016.0,kid care nursing services,33016,6187
78203,Lauro's Restaurant Equipment,Larry Restaurant Equipment,845 N.W. 6th Avenue,Fort Lauderdale,FL,33311.0,lauros restaurant equipment,33311,845
78205,Quadrant Metal Buildings,"Quadrant Metal Buildings, LLC",1312 SW Knollwood Drive,Palm City,FL,34990.0,quadrant metal buildings,34990,1312
78218,"Firepak, Inc.","Firepak, Inc.",7290 NW 44th Street,Miami,FL,33166.0,firepak inc,33166,7290
78223,Tip Top Tree & Landscaping Services,"Tip Top Enterprises, Inc.",18101 SW 98 Court,Miami,FL,33157.0,tip top tree & landscaping services,33157,18101
78227,The Ramp Raw Bar & Diner,"Raw Investment Group, Inc.",1009 Seawave Drive,Fort Pierce,FL,34949.0,the ramp raw bar & diner,34949,1009
78257,Autoway Nissan of Brandon,"Nissan of Brandon, Inc.",9920 Adamo Drive,Tampa,FL,33619.0,autoway nissan of brandon,33619,9920
78260,"Toribio, Santiago, FLC",FLC Santiago Toribio,918 Brandenton Road,Wauchula,FL,33873.0,toribio santiago flc,33873,918
78272,Roebuck Construction,"Robuck Construction, LLC",250 Springview Commerce Dr.,Debary,FL,32713.0,roebuck construction,32713,250
78279,Affordable Electrical Contractors,Affordable Electrical Contractors of South FL,1204 Walnut Grove Way,Rockledge,FL,32955.0,affordable electrical contractors,32955,1204
78312,M C Logging,"MC Logging, Inc.",476 NE Rocky Springs Church Road,Madison,FL,32340.0,m c logging,32340,476
78313,Emerald Beach Resort,"Wyndham Vacation Resorts, Inc.",14700 Front Beach Road,Panama City Beach,FL,32413.0,emerald beach resort,32413,14700
78314,Mundy Maintenance & Services LLC,"Mundy Maintenance & Services, LLC",3000 Old Chemstrand Rd.,Cantonment,FL,32533.0,mundy maintenance & services llc,32533,3000
78321,"Jean Piton, FLC",Jean Piton,2410 Cleveland Road,Sebring,FL,33870.0,jean piton flc,33870,2410
78340,Daytona Beach Regency,Diamond Resorts Management,400 N. Atlantic Ave,New Smyrna Beach,FL,32169.0,daytona beach regency,32169,400
78342,Grand Beach Resort,Diamond Resorts International Marketing Inc.,8317 Lake Bryan Beach,Orlando,FL,32821.0,grand beach resort,32821,8317
78343,Liki Tiki Village,Diamond Resorts International Marketing Inc.,17777 Bali Blvd,Winter Garden,FL,34787.0,liki tiki village,34787,17777
78344,Mystic Dunes Resort,Diamond Resorts management,7600 Mystic Dunes Lane,Kissimmee,FL,34747.0,mystic dunes resort,34747,7600
78348,Sand Lake West,Diamond Resorts Centralized Services Co.,7345 Greenbriar Pkwy,Orlando,FL,32819.0,sand lake west,32819,7345
78370,Milonet Lochard,Milonet Lochard,2821 S. 28th Street,Fort Pierce,FL,34981.0,milonet lochard,34981,2821
78380,Crazy Buffet,"Power Station, Inc.",2030 Palm Beach Lakes Blvd.,West Palm Beach,FL,33409.0,crazy buffet,33409,2030
78381,Dick's  Wings & Grill,"Wings Restaurant Concept, Inc.",10750 Atlantic Blvd.,Jacksonville,FL,32225.0,dicks  wings & grill,32225,10750
78384,Dick's Wings,"TC & T Restaurant, Inc.",14286 Beach Blvd,Jacksonville,FL,32207.0,dicks wings,32207,14286
78387,Dick's Wings & Grill,"Alli & Alli Enterprises, LLC","2853 Henley Road, Suite 105",Green Cove Springs,FL,32043.0,dicks wings & grill,32043,2853
78396,Jantrex Building Services,"Jantrex Building Services, Inc",450 Fairway Drive Suite 1-5,Deerfield Beach,FL,33441.0,jantrex building services,33441,450
78408,Zeke's Bayside Bar & Grill,"Royal Palm Marina Operations, LLC",779 W. Wentworth St,Englewood,FL,34223.0,zekes bayside bar & grill,34223,779
78409,"Mozart Cafe, LLC",Mozart Cafe Stirling 770 LLC,4433 Stirling Road,Fort Lauderdale,FL,33314.0,mozart cafe llc,33314,4433
78411,"Lake Mary Logistics, Inc.","Lake Mary Logistics, Inc.",9407 Bachman Rd.,Orlando,FL,32824.0,lake mary logistics inc,32824,9407
78465,Johnstone Supply,Lynn A. Berky Inc. / LL Berky,638 B. Anchors St.,Fort Walton Beach,FL,32548.0,johnstone supply,32548,638
78540,Lone Wolf Management,"Lone Wolf Management, Inc.",P.O. Box 894,South Bay,FL,33493.0,lone wolf management,33493,894
78559,"Woodruff Floor Covering, LLC","Woodruff Floor Covering, LLC",239 Washington Ave,Lake Mary,FL,32746.0,woodruff floor covering llc,32746,239
78569,Yo! Taco,"Lavalle Restaurant Group, Inc",1375 Estero Blvd.,Fort Myers Beach,FL,33931.0,yo! taco,33931,1375
78571,LouLou Le Petit Bistro,"Giacomo Enterprises, Inc.",638 South Miami Ave.,Miami,FL,33130.0,loulou le petit bistro,33130,638
78597,Impact Health (Dr. Mignon L. Emenike M.D.),"Internal Medicine & Pediatrics Assos, LLC",1965 Capital Circle NE #201,Tallahassee,FL,32308.0,impact health (dr mignon l emenike md),32308,1965
78639,Dick's Wings,"The Boockfor Company, LLC",9119 Merrill Rd.,Jacksonville,FL,32277.0,dicks wings,32277,9119
78665,Truscapes,"Truscapes Industries, Inc.",3308 81st Court East,Bradenton,FL,34211.0,truscapes,34211,3308
78667,United Travel Services,"United Travel Services, LLC",10330 North Dale Mabry,Tampa,FL,33618.0,united travel services,33618,10330
78668,Dakin Dairy Farms Inc.,Dakin Dairy Farms Inc.,30771 Betts Rd,Myakka City,FL,34251.0,dakin dairy farms inc,34251,30771
78671,The Mondrian Hotel,"S C Restaurant, LLC",1100 West Ave,Miami Beach,FL,33139.0,the mondrian hotel,33139,1100
78691,"Villa Lyan, Inc.","Villa Lyan, Inc.",9290 Hammocks Boulevard,Miami,FL,33196.0,villa lyan inc,33196,9290
78724,Gulf Coast Traffic Engineers,GUlf Coast Traffic Engineers Inc,8203 kipling Street,Pensacola,FL,32514.0,gulf coast traffic engineers,32514,8203
78751,"Gateway Contracting, Inc.","Gateway Contracting, Inc.","426 Edgewood Avenue, S.",Jacksonville,FL,32254.0,gateway contracting inc,32254,426
78784,Center for Alternative Healing,"Integrated Medical Network, LLC",7394 Saint Andrews Blvd.,Brooksville,FL,34613.0,center for alternative healing,34613,7394
78785,Fairfield Farms Nursery,"Fairfield Farms Nurseries, Inc.",12472 North US Highway 301,Oxford,FL,34484.0,fairfield farms nursery,34484,12472
78786,"Dental Health Experts I, Inc.","Dental Health Experts I, Inc.",10320 N. 56th Street,Tampa,FL,33617.0,dental health experts i inc,33617,10320
78788,Infinity Home Care,"Infinity HomeCare, LLC",6700 Professional Parkway West,Sarasota,FL,34240.0,infinity home care,34240,6700
78789,Thai Terrace,"Thai Terrace, Inc.",2055 N. Dale Mabry Hwy,Tampa,FL,33607.0,thai terrace,33607,2055
78790,"ABC 123 Children's Academy, LLC","ABC 123 Children's Academy, LLC",202 3rd Avenue,Bradenton,FL,34208.0,abc 123 childrens academy llc,34208,202
78796,Spartan Gas,"John Kritsepis, Inc.",4 S. Pinellas Avenue,Tarpon Springs,FL,34689.0,spartan gas,34689,4
78799,Accountemps,Robert Half International Inc.,401 E. Jackson St. #1800,Tampa,FL,33602.0,accountemps,33602,401
78801,Johnson Controls Building Efficiency,"Johnson Controls, Inc.",3802 Sugar Palm Drive,Tampa,FL,33619.0,johnson controls building efficiency,33619,3802
78802,Tampa Bay Trane,"Tampa Bay System Sales, Inc.",902 North Himes Avenue,Tampa,FL,33609.0,tampa bay trane,33609,902
78814,Truenet Communications Corp.,Truenet Communications Corp.,7666 Blanding Blvd.,Jacksonville,FL,32244.0,truenet communications corp,32244,7666
78818,Doctors Memorial Hospital,Holmes County Hospitality Corporation,2600 Hospital Drive,Bonifay,FL,32425.0,doctors memorial hospital,32425,2600
78819,Super 8 Motel,ANKS Inc.,402 Hugh Adams Road,Defuniak Springs,FL,32435.0,super 8 motel,32435,402
78857,National Magazine Exchange,"Think Direct Marketing Group, Inc.",8285 Bryan Dairy Road,Seminole,FL,33777.0,national magazine exchange,33777,8285
78861,"Stone Outlet, LLC","Stone Outlet, LLC",602 N. 34th Street,Tampa,FL,33605.0,stone outlet llc,33605,602
78863,Mavericks Charter High School,Mavericks Charter High School,1197 East Bay Drive,Largo,FL,33771.0,mavericks charter high school,33771,1197
78955,Signature Healthcare of Orange Park,LP Orange Park LLC,2089 Professional Center Dr.,Orange Park,FL,32073.0,signature healthcare of orange park,32073,2089
78956,Jan Pro,Jan Pro Corporation,11548 Jerry Adams Drive,Jacksonville,FL,32218.0,jan pro,32218,11548
78959,Hearing & Balance Associates,Hearing & Balance Associates LLC,1818 Miccosukkee Commons Drive,Tallahassee,FL,32308.0,hearing & balance associates,32308,1818
78993,"Blueline Mechanical, LLC",Blueline Mechanical,4611 107th Circle N.,Clearwater,FL,33762.0,blueline mechanical llc,33762,4611
78994,Dixie RV Superstore,"Dixie Defuniak, LLC",328 Green Acres Drive,Defuniak Springs,FL,32435.0,dixie rv superstore,32435,328
79023,"Salazar, Esteban, FLC",Esteban Salazar,407 W 18th St.,Immokalee,FL,34142.0,salazar esteban flc,34142,407
79030,"Reyes, Urbano Estrada, FLC","Ryes, Urbano Estrada, FLC",550 North. 19th Street Lot # 23,Immokalee,FL,34142.0,reyes urbano estrada flc,34142,550
79049,"Apurva Tech, Inc","Apruva Tech, Inc.",18177 Heron Walk Drive,Tampa,FL,33647.0,apurva tech inc,33647,18177
79050,Hess Express store #9269,Hess Corporation and Subsidiaries,"3225 34th Street, No",Saint Petersburg,FL,33713.0,hess express store #9269,33713,3225
79060,1 Hour Signs Inc.,"1 Hour Signs, Inc.",1105 N. Monroe Street,Tallahassee,FL,32303.0,1 hour signs inc,32303,1105
79079,Sundance Growers Inc,Kurt Wiess Greenhouses Inc,4910 South US Highway 41,Ruskin,FL,33570.0,sundance growers inc,33570,4910
79081,GEICO,GEICO General Insurance Company,3535 W. Pipkin Rd.,Lakeland,FL,33811.0,geico,33811,3535
79154,Albert's Electrical Service Inc.,"Albert's Electrical Services, Inc.",13701  S. W. 143rd Court Suite 104,Miami,FL,33186.0,alberts electrical service inc,33186,13701
79168,USPS,USPS,"D2203 N. Lois Avenue, Suite 1122",Tampa,FL,33607.0,usps,33607,"D2203 N. Lois Avenue, Suite 1122"
79179,Sushi on the Road,"SUSHI ON THE ROAD, INC.",4715  NW 79 Ave,Miami,FL,33166.0,sushi on the road,33166,4715
79214,"Top Notch Landscaping, Inc.","Top Notch Landscaping, Inc.",14146 C.R. 455,Clermont,FL,34711.0,top notch landscaping inc,34711,14146
79226,Riverside Cafe,"Riverside Cafe on the River, Inc.",69 Riverside DR.,Saint Marks,FL,32355.0,riverside cafe,32355,69
79329,Allstate Fire & Security Services,Allstate Fire & Security Services Inc.,1073 WEST BRANDON BLVD,Brandon,FL,33511.0,allstate fire & security services,33511,1073
79330,Outpost,"The Outpost for Bikers, LLC",4576 Highway 3280,Freeport,FL,32439.0,outpost,32439,4576
79384,Bukkets Baha,Cliff Management LLC,222 Ocean Front N,Jacksonville Beach,FL,32250.0,bukkets baha,32250,222
79385,Mental Health Resource Center,"Mental Health Resource Center, Inc",4080 Woodcock Drive,Jacksonville,FL,32207.0,mental health resource center,32207,4080
79401,Jose L. Hernandez FLC,Hernandez Harvesting,601 Walnut Dr.,Fort Meade,FL,33841.0,jose l hernandez flc,33841,601
79411,Glaser Organic Farms,Glaser Organic Farms,19100 SW 137th Ave.,Miami,FL,33177.0,glaser organic farms,33177,19100
79416,AAA Refrigeration,"Smith Refrigeration, Inc.",1737 Sherman Avenue,Panama City,FL,32405.0,aaa refrigeration,32405,1737
79440,Wendy's,"Bal-Rod Enterprises, Inc.",3301 Biscayne Blvd,Miami,FL,33137.0,wendys,33137,3301
79462,"Second Harvest of Big Bend, Inc.",Americas Second Harvest of the Big Bend,110 Four Points Way,Tallahassee,FL,32305.0,second harvest of big bend inc,32305,110
79497,Blue Fig Mediterranean Cafe & Grill,"Blue Fig Mediterranean Cafe & Grill, Inc.",1031 West 15th Street,Panama City,FL,32401.0,blue fig mediterranean cafe & grill,32401,1031
79513,In Tents Events,Singing Tallygram dba In Tents Events,502-A CCSE,Tallahassee,FL,32301.0,in tents events,32301,502-A
79547,Uncle Gene's Soul & Seafood Cafe,"Uncle Gene's Soul & Seafood Cafe, LLC",5123-4 Timuquana Rd.,Jacksonville,FL,32210.0,uncle genes soul & seafood cafe,32210,5123-4
79556,Oscar Gonzalez FLC,"Gonzales and Sons, LLC",484 Lopez Place,Clewiston,FL,33440.0,oscar gonzalez flc,33440,484
79665,AKO Plumbing Corp.,AKO Plumbing Corporation,4519 SW 75th Avenue,Miami,FL,33155.0,ako plumbing corp,33155,4519
